G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40
7.0454000	8.5784000	9.8750000	7.3271000	8.2802000	8.2414000	10.1280000	8.6578000	7.0174000	6.1617000	6.1809000	7.8114000	6.9952000	8.7240000	10.0770000	7.7887000	11.1430000	7.1548000	9.3919000	10.9910000	7.5986000	8.0244000	10.4300000	9.4921000	8.6677000	8.8477000	10.1560000	11.1250000	9.7735000	9.3074000	7.4369000	8.6309000	7.0720000	9.6555000	8.8988000	8.1899000	8.2317000	7.6394000	9.4017000	5.0815000
7.2295000	8.2784000	9.7178000	6.6958000	7.2828000	8.4960000	10.9030000	9.1033000	7.5210000	6.6975000	7.3942000	7.8772000	6.9927000	8.7158000	8.5545000	6.7475000	11.2820000	7.3877000	9.8643000	10.7780000	7.7606000	8.3169000	10.3620000	9.5735000	8.2114000	9.4800000	11.4250000	10.6460000	10.4900000	7.9168000	7.7216000	9.1688000	7.1653000	9.7251000	8.5816000	8.5886000	7.9584000	8.0168000	9.2009000	5.6969000
7.0185000	8.2115000	9.5930000	6.9498000	7.8350000	8.4915000	9.8817000	8.6401000	7.4936000	6.5708000	7.1772000	7.3655000	7.0715000	8.5164000	9.6080000	6.7904000	11.3680000	7.6709000	9.6513000	9.8481000	7.9004000	8.1793000	10.3410000	9.5407000	8.5511000	9.5761000	11.5160000	11.2810000	9.9301000	8.9222000	7.7293000	9.3577000	7.0745000	9.0709000	8.6409000	8.1728000	7.8215000	8.1699000	8.8906000	5.7497000
7.4541000	8.2390000	9.8440000	8.3762000	7.5016000	8.4031000	9.5085000	8.7700000	7.9582000	5.9135000	8.7175000	6.4621000	7.2813000	9.0108000	10.3930000	8.0201000	11.1360000	7.5119000	9.1206000	11.7640000	8.1352000	9.4583000	9.8319000	9.5937000	9.1021000	9.8036000	10.5010000	10.2770000	9.7290000	7.6856000	7.6256000	9.2307000	7.4945000	8.3124000	9.2398000	9.0976000	8.1520000	9.0080000	9.0520000	5.6859000
7.1348000	8.5168000	10.5170000	7.0876000	7.4657000	8.8901000	12.5160000	8.5413000	7.3826000	5.4467000	6.6506000	6.5760000	6.8481000	8.9360000	10.8520000	6.3052000	10.4410000	7.3994000	9.2706000	11.9000000	8.0708000	8.7050000	12.3250000	9.1801000	8.4070000	9.2516000	10.2600000	11.4570000	9.4764000	9.0658000	8.0272000	8.2417000	7.5100000	9.2574000	8.6371000	7.3227000	8.0526000	7.9918000	9.4500000	5.2149000
7.2072000	8.6803000	10.4280000	7.1614000	8.1468000	8.6580000	12.6510000	8.6690000	7.3000000	5.8318000	6.7134000	6.6348000	6.8164000	8.8080000	9.9855000	6.7538000	10.4670000	7.5341000	9.1021000	12.0980000	7.9175000	8.4985000	12.4320000	9.3657000	8.5958000	9.1211000	10.0430000	10.4000000	9.2192000	7.6540000	7.7741000	8.1422000	7.5551000	9.0808000	8.7297000	7.6715000	8.1699000	8.0588000	9.3677000	5.1702000
6.9345000	8.4704000	10.2980000	7.1036000	7.7752000	8.6326000	12.3470000	8.4166000	7.3784000	5.4924000	7.0731000	7.4545000	6.8151000	8.7579000	10.6920000	7.1584000	10.4900000	7.2988000	8.7766000	11.9260000	7.8278000	8.7064000	12.0210000	9.3674000	8.7160000	9.3997000	10.3380000	10.1910000	9.9473000	9.3823000	8.1721000	8.4536000	7.6088000	9.1180000	8.8068000	7.7258000	7.9471000	8.0576000	9.4069000	5.2523000
6.9179000	8.4012000	10.0190000	6.9622000	7.7526000	8.3473000	11.0700000	8.4993000	7.6054000	6.2066000	7.2528000	7.8967000	6.9345000	8.8455000	11.2840000	7.4677000	11.1250000	7.4301000	9.1605000	11.8020000	8.1766000	8.7239000	10.9440000	9.3572000	8.2394000	9.2277000	10.2970000	8.7554000	10.2660000	8.7793000	8.0790000	8.4181000	7.2817000	9.0910000	8.6859000	8.2381000	7.8428000	8.0970000	9.3912000	5.3354000
7.1927000	8.0950000	10.0380000	6.7265000	7.4156000	8.6725000	11.1030000	8.9476000	7.4221000	6.6623000	7.3880000	7.6600000	7.6348000	8.6370000	10.1820000	6.6307000	11.1160000	7.2615000	10.0390000	11.4320000	7.7814000	8.0712000	10.5160000	9.3614000	8.1665000	9.2695000	11.0330000	10.4140000	9.9169000	8.8570000	7.6015000	8.8420000	7.1532000	9.4920000	8.7080000	8.3582000	7.9410000	8.1322000	9.1487000	5.6982000
6.9463000	8.2010000	9.5492000	6.8511000	7.6219000	8.4429000	10.8400000	8.8372000	7.7413000	6.4168000	7.4711000	6.8082000	7.0445000	8.6519000	10.6330000	6.7586000	11.5570000	7.3786000	9.5550000	10.2580000	8.1614000	8.4542000	10.0790000	9.3890000	8.2275000	9.5667000	11.4500000	10.4860000	10.6370000	8.0641000	7.9420000	9.3521000	7.0284000	9.3698000	8.5856000	8.3651000	7.7604000	7.9680000	8.8672000	5.9361000
7.2314000	8.2467000	9.7827000	6.9048000	7.5106000	8.4941000	10.3840000	8.5212000	7.7039000	6.5234000	7.1404000	6.8802000	7.1976000	8.7554000	11.7460000	6.4277000	11.2050000	7.5193000	9.6932000	9.7936000	7.9230000	8.1990000	10.1490000	9.5539000	8.4832000	9.6794000	11.5890000	10.1280000	10.1630000	7.9176000	7.9228000	9.3306000	7.1853000	9.4379000	8.6772000	8.3883000	7.8407000	7.8521000	9.0153000	5.9864000
7.1165000	8.2346000	9.6863000	6.7652000	7.5583000	8.6608000	9.9219000	8.5435000	7.6126000	6.2276000	7.2442000	7.0142000	7.3610000	8.7715000	10.5630000	6.4014000	11.4910000	7.6469000	9.8931000	9.5444000	8.0277000	8.3329000	10.2080000	9.7271000	8.1943000	9.6956000	11.6040000	10.4450000	9.8949000	8.6907000	7.6398000	9.6586000	7.2971000	8.9445000	8.8011000	8.4757000	7.8240000	8.2781000	9.0543000	6.0740000
7.4285000	8.1123000	9.8912000	7.0745000	7.3613000	8.8734000	11.8100000	8.6853000	7.5859000	6.1604000	7.1846000	7.6366000	7.4656000	8.9984000	11.4590000	6.4635000	10.3020000	7.3792000	9.7953000	9.6454000	7.5517000	8.3903000	9.8231000	9.6444000	8.3216000	10.0030000	11.6680000	11.3210000	8.6945000	8.2647000	7.3346000	9.8036000	7.4897000	8.9373000	9.0928000	7.9528000	8.1849000	8.1261000	9.0371000	5.4552000
6.8798000	8.3834000	10.6190000	6.9699000	7.5286000	8.8919000	13.2000000	8.3602000	7.3407000	7.2988000	6.8355000	6.3117000	6.9289000	8.5320000	10.8330000	6.3589000	10.4750000	7.3807000	8.9923000	12.1890000	8.8659000	8.6456000	12.4250000	9.3707000	8.6160000	9.0704000	10.2850000	11.3960000	9.4130000	7.6722000	7.8573000	8.3903000	7.4976000	8.7307000	8.6281000	7.4326000	7.9034000	7.9576000	9.9651000	5.2476000
6.7057000	8.4147000	10.2060000	7.0413000	7.3542000	8.7433000	12.1780000	8.1763000	7.2289000	7.6050000	7.4422000	6.9347000	7.0076000	8.3859000	9.7569000	7.7723000	10.4280000	7.4627000	8.7024000	12.3280000	9.0672000	9.1791000	10.9820000	9.4697000	8.6611000	10.0330000	10.0610000	10.5520000	9.5307000	8.0154000	7.6225000	8.7625000	7.0719000	9.7019000	8.8291000	8.5350000	7.7823000	8.8951000	9.6258000	5.3470000
6.7453000	8.6232000	10.1740000	7.7187000	7.3340000	8.5970000	12.7450000	8.1716000	7.4333000	7.4601000	7.9275000	6.2234000	7.0239000	8.4673000	8.3266000	8.9352000	10.7000000	7.4541000	8.2715000	12.8550000	9.4964000	9.5345000	10.2740000	9.3627000	9.8322000	10.7810000	11.0020000	11.2330000	10.4560000	8.6971000	8.3040000	8.9789000	7.4811000	8.9727000	8.8395000	9.5486000	7.8153000	8.7673000	9.4456000	5.3962000
6.7716000	8.4404000	10.0790000	7.6677000	7.3727000	8.5454000	10.2920000	8.3717000	7.5074000	7.7239000	7.9693000	6.5546000	7.0487000	8.6642000	9.4208000	8.1077000	10.8740000	7.4944000	9.0237000	11.8320000	8.5464000	8.6788000	11.5150000	9.4868000	8.8456000	10.0760000	10.3000000	11.1970000	9.8994000	9.7183000	7.5630000	8.6975000	7.4219000	9.2754000	9.2806000	8.0205000	7.8337000	8.4474000	9.7176000	5.4219000
6.8045000	8.5609000	10.7360000	7.4992000	7.2924000	8.6807000	13.1320000	8.3551000	7.4613000	6.6542000	7.7561000	6.2200000	6.9212000	8.4441000	10.4040000	8.3613000	10.7620000	7.3572000	8.2281000	12.4150000	9.3152000	9.0715000	10.5190000	9.2239000	10.6900000	10.4120000	10.3730000	10.9840000	10.4960000	8.9166000	7.6003000	8.9684000	7.7541000	9.7468000	8.5212000	8.9790000	7.7732000	8.3149000	9.7261000	5.1583000
6.7910000	8.3999000	10.6300000	7.4741000	7.3658000	8.6268000	11.9060000	8.5714000	7.1762000	6.0969000	8.0681000	7.4011000	6.9093000	8.7222000	9.6941000	8.3461000	10.7370000	7.5413000	9.1968000	11.6870000	8.0842000	8.3927000	11.2630000	9.4697000	9.2625000	9.5463000	9.7494000	10.1380000	9.8488000	9.8226000	6.9059000	8.5237000	7.2173000	10.2140000	8.8402000	7.8955000	7.9991000	8.9085000	9.6428000	5.1214000
6.6696000	8.3355000	10.7690000	7.7644000	7.2599000	8.7425000	12.8860000	8.1904000	7.1142000	6.3169000	7.7143000	6.2069000	6.9183000	8.4892000	10.1500000	7.2823000	10.3920000	7.2609000	8.8836000	12.2850000	8.6936000	8.6402000	12.4360000	9.2001000	9.9737000	10.1940000	10.0550000	10.0930000	9.7046000	8.4520000	7.0316000	9.3024000	9.8466000	9.1369000	8.6068000	9.1379000	7.7365000	8.2555000	9.8750000	5.0743000
6.9233000	8.3495000	11.2170000	7.0382000	7.3109000	8.7763000	11.9220000	8.3676000	7.1214000	5.7051000	7.6863000	6.6882000	7.1639000	8.4391000	8.4808000	6.7871000	10.4290000	7.4897000	9.3748000	11.8030000	8.0290000	8.4189000	10.9960000	9.4730000	9.4023000	9.3059000	9.7014000	8.8997000	9.8487000	8.6821000	6.2581000	8.6284000	7.4279000	8.8014000	8.6589000	8.3827000	7.9279000	8.4501000	9.7604000	5.2798000
6.9312000	8.4976000	10.3950000	7.4969000	7.2488000	8.9410000	12.7790000	8.3457000	7.4077000	6.3505000	7.8516000	6.2390000	7.0276000	8.7051000	11.2230000	7.9935000	10.7540000	7.3235000	8.4220000	12.4060000	9.2119000	8.9213000	11.2940000	9.3093000	10.6890000	10.4160000	10.2210000	8.8404000	10.8790000	8.0385000	7.3264000	9.1680000	8.1331000	8.4383000	8.5547000	9.3562000	7.8529000	8.5297000	9.7040000	5.1927000
7.0715000	8.3191000	11.2160000	7.1561000	7.3280000	8.7025000	12.0660000	8.4477000	7.1037000	5.9002000	7.4482000	6.6309000	7.0307000	8.3043000	10.7520000	6.8261000	10.1750000	7.5815000	9.1786000	11.9140000	8.1512000	8.1320000	10.7850000	9.5775000	9.2672000	9.2911000	9.6366000	9.5833000	9.8178000	9.1014000	6.4681000	8.7385000	7.3633000	9.4575000	8.7245000	8.4509000	8.1017000	8.4988000	9.7669000	5.4171000
6.6665000	8.5773000	10.6330000	6.9090000	7.4127000	8.9013000	13.1560000	8.2954000	7.2410000	6.8910000	7.0526000	6.4681000	6.8703000	8.5969000	8.7968000	6.0432000	10.5000000	7.1201000	9.0531000	12.5320000	8.8603000	8.7182000	12.4210000	9.3742000	8.6247000	9.0880000	10.2300000	10.1770000	9.5292000	10.4440000	7.7740000	8.3396000	7.3405000	8.7806000	8.5911000	7.4330000	7.8923000	8.1048000	9.9768000	5.2461000
6.8200000	8.5707000	10.1720000	7.4075000	7.3441000	8.7413000	13.0280000	8.0243000	7.8395000	7.2876000	7.8799000	6.2790000	7.1500000	8.4885000	10.5430000	8.3198000	10.7530000	7.3439000	8.4356000	12.6710000	9.6368000	9.3768000	10.3180000	9.4351000	10.1640000	10.7380000	10.7790000	11.0740000	10.6840000	9.4145000	8.4772000	9.0299000	7.6712000	8.9020000	8.8479000	9.0272000	7.6998000	8.6050000	9.6532000	5.3442000
6.9758000	8.4124000	10.3040000	7.4471000	7.4738000	8.5977000	11.9840000	8.4116000	7.3065000	7.4818000	7.5987000	6.7362000	7.0369000	8.4115000	8.7722000	7.9683000	10.6020000	7.4748000	8.5872000	11.9490000	8.7232000	8.9816000	11.3050000	9.5253000	8.6544000	10.0480000	10.2410000	8.8848000	9.3857000	8.3372000	7.6190000	8.8059000	7.3467000	8.6327000	8.9080000	8.2642000	7.8973000	8.6984000	9.5411000	5.2902000
6.9749000	8.4922000	10.3870000	7.1283000	7.6197000	8.8804000	12.1550000	8.3440000	7.5041000	7.1726000	7.2164000	6.6710000	7.0580000	8.7312000	10.4030000	6.2390000	10.4440000	7.5218000	9.2017000	12.2600000	8.5987000	8.7431000	12.5790000	9.4399000	8.6696000	9.0644000	10.1000000	10.7620000	9.5813000	9.8833000	8.0221000	8.3438000	7.4196000	9.4753000	8.7457000	7.2759000	7.8304000	7.8749000	9.4675000	5.3277000
6.6899000	8.3662000	9.6649000	7.5804000	7.4634000	8.8264000	10.2920000	8.0958000	7.6395000	7.6962000	8.1209000	6.3208000	6.9239000	8.4738000	9.9266000	9.0000000	10.8940000	7.5380000	8.4426000	12.7410000	8.4789000	9.1655000	9.5788000	9.5207000	8.8305000	10.7640000	10.6050000	11.6860000	10.4670000	8.3923000	8.3598000	8.5410000	7.6505000	8.9880000	8.9414000	9.3298000	7.6885000	9.0737000	9.0776000	5.2276000
6.7981000	8.3091000	10.0610000	7.9940000	7.5475000	8.4205000	10.2200000	8.4587000	7.3543000	7.5547000	8.0508000	6.8852000	6.9184000	8.6556000	11.4590000	8.9201000	10.6940000	7.4369000	8.5627000	11.9750000	8.2706000	8.9310000	11.2200000	9.4997000	8.8713000	10.2070000	10.0600000	8.8404000	9.7160000	9.9106000	7.6284000	8.6929000	7.4242000	9.1087000	9.1530000	8.1055000	7.6915000	8.6490000	9.2507000	5.2881000
7.1998000	8.3882000	9.5315000	8.9139000	7.4865000	8.6168000	8.2895000	8.2212000	7.6812000	7.0929000	9.3261000	6.3434000	7.4395000	8.7284000	8.7791000	9.8830000	10.9840000	7.8547000	8.6321000	11.6620000	8.1214000	8.9368000	9.7291000	9.7716000	9.2664000	9.7042000	11.0580000	10.8690000	9.9522000	9.8905000	7.3100000	8.8929000	7.4462000	9.6504000	9.3402000	10.6770000	7.8267000	8.8503000	9.0243000	5.5632000
6.5544000	8.1430000	9.8053000	7.1525000	7.8965000	8.3220000	8.6568000	8.4796000	7.7445000	6.6045000	8.5622000	6.6908000	7.0588000	8.4814000	9.7569000	8.2655000	10.8780000	7.5993000	7.5158000	11.6930000	8.3830000	8.9886000	8.7858000	10.0320000	9.0759000	9.3694000	10.5210000	10.5660000	9.5283000	9.1203000	7.7360000	8.6888000	7.4605000	8.7860000	8.4409000	9.5254000	7.9283000	8.4810000	8.7264000	5.1405000
6.7446000	8.4621000	9.8536000	7.4066000	7.3754000	8.5682000	10.1610000	8.1807000	7.4827000	7.5094000	8.2892000	6.3955000	6.9447000	8.4913000	8.1353000	9.1216000	10.8820000	7.5588000	8.2930000	12.6480000	8.4099000	8.8713000	9.7633000	9.4931000	8.9595000	10.5540000	10.5090000	8.8404000	10.5010000	9.1701000	8.1911000	8.5486000	7.6332000	9.0784000	8.7811000	9.3007000	7.7436000	9.0107000	9.1365000	5.2368000
6.8496000	8.4541000	10.0520000	7.7688000	7.6609000	8.5657000	10.1480000	8.5272000	7.4645000	7.0797000	8.1654000	6.9815000	7.1056000	8.7197000	8.4451000	8.6613000	10.7190000	7.4871000	8.8718000	12.0160000	8.2250000	8.9082000	11.2750000	9.5212000	8.8585000	10.2030000	10.1980000	8.9277000	9.9948000	8.4017000	7.6117000	8.6378000	7.4748000	8.5822000	8.8858000	7.6290000	7.8649000	8.6567000	9.1807000	5.3713000
6.8213000	8.3352000	9.9475000	9.2237000	7.4965000	8.3994000	8.6204000	8.2398000	7.3107000	6.7894000	9.3331000	6.2092000	7.1699000	8.6647000	11.0940000	10.2410000	10.8430000	7.7226000	8.6323000	11.4210000	7.9076000	8.7508000	10.4870000	9.6450000	9.4269000	9.5412000	10.4410000	10.3940000	9.7906000	8.4686000	7.1089000	8.7391000	7.5573000	9.7505000	9.3509000	10.9160000	7.8633000	8.6062000	9.1809000	5.2107000
6.9552000	8.2103000	9.8559000	7.6025000	7.7021000	8.5573000	8.6563000	8.4411000	7.6918000	6.2846000	8.9755000	6.3182000	7.1941000	8.7258000	10.0550000	8.0779000	11.1670000	7.9192000	7.7756000	11.3710000	8.0472000	8.6877000	9.0887000	9.8763000	8.8976000	9.0928000	10.3780000	11.0430000	9.8101000	8.2680000	7.2048000	8.6178000	7.3307000	9.2258000	8.9400000	9.5404000	8.0847000	8.6056000	8.8269000	5.4326000
6.7226000	8.3407000	10.6870000	7.6592000	7.5391000	8.6628000	11.0820000	8.0722000	7.3429000	6.9108000	7.8516000	6.3733000	6.7591000	8.5750000	8.5985000	8.4570000	10.5040000	7.3661000	8.6917000	12.5200000	8.2891000	8.9666000	11.5820000	9.3924000	9.2226000	10.3700000	10.2900000	11.8360000	9.8678000	8.3728000	7.8052000	8.8564000	7.7347000	8.7595000	8.7736000	9.4829000	7.7493000	8.4361000	9.2793000	5.3399000
6.6327000	8.2895000	10.6710000	6.9947000	7.6424000	8.7647000	10.5430000	8.0532000	7.4322000	6.7354000	7.8434000	7.0022000	6.9236000	8.5459000	10.9200000	7.4395000	10.5860000	7.4758000	9.1162000	11.8630000	8.0434000	8.8723000	11.7170000	9.4955000	8.7874000	9.8545000	10.0560000	10.7700000	9.6432000	10.1320000	7.3887000	8.6485000	7.2339000	8.8725000	8.8326000	9.1066000	7.7478000	8.3954000	9.3578000	5.1407000
6.6921000	8.2810000	10.8120000	6.9901000	7.8666000	8.7486000	10.7850000	8.3630000	7.1757000	6.5088000	7.6073000	6.6100000	6.9971000	8.6033000	10.6690000	7.2894000	10.4520000	7.3777000	9.2196000	11.6880000	7.9727000	8.6288000	12.0030000	9.6613000	8.7214000	9.4711000	10.0440000	11.2340000	9.5346000	7.7349000	7.0941000	8.4216000	7.6341000	9.1164000	8.7326000	8.8415000	7.8451000	8.0655000	9.4789000	5.2758000
6.7458000	8.2394000	10.9450000	7.1387000	7.6745000	8.8222000	11.0430000	8.5381000	7.4269000	6.3972000	7.8651000	6.3484000	6.8240000	8.4326000	8.9013000	7.4336000	10.4520000	7.2928000	8.9924000	11.6190000	8.0009000	8.7091000	11.8760000	9.6634000	8.9897000	9.6558000	10.2590000	9.7889000	9.7367000	8.0919000	7.3201000	8.7318000	7.6904000	9.4357000	8.8088000	9.0891000	8.0075000	8.3933000	9.2739000	5.3238000
6.7770000	8.5548000	10.0720000	7.1009000	7.2108000	8.8345000	9.8149000	8.2219000	7.4565000	5.5697000	8.3797000	6.6642000	6.6946000	8.7866000	10.3740000	8.4325000	10.7900000	7.9379000	8.3065000	12.6490000	8.2648000	9.4705000	10.8560000	9.4737000	8.5816000	10.4190000	10.2960000	10.5740000	10.4100000	7.9290000	7.5913000	8.3861000	7.9903000	9.7372000	8.5368000	9.8535000	7.7927000	8.5543000	9.1218000	5.3103000
6.7604000	8.7591000	10.0620000	7.1403000	7.1813000	9.0006000	9.4918000	8.1856000	7.4219000	5.8236000	8.4158000	6.7608000	7.0250000	8.7872000	9.6757000	8.4560000	10.6790000	7.3564000	8.2660000	12.5350000	7.9925000	9.5848000	10.7310000	9.6288000	8.7188000	10.0000000	9.9085000	10.4240000	10.4310000	8.6821000	7.8148000	8.3461000	7.7879000	8.6085000	8.6806000	9.6848000	7.8515000	8.5389000	9.0666000	5.2259000
6.9307000	8.4358000	10.0230000	6.9776000	7.4072000	9.0219000	9.6595000	8.0969000	7.6216000	5.7843000	8.0127000	6.6831000	7.0051000	8.9475000	8.4559000	8.2397000	10.9390000	7.7972000	8.3949000	12.4600000	8.2660000	9.6470000	10.3890000	9.6313000	8.3315000	10.3190000	10.2230000	8.1760000	10.4300000	7.9489000	7.8847000	8.4565000	7.9589000	9.5558000	8.4657000	9.7108000	7.9374000	8.4016000	9.0045000	5.4244000
6.8288000	8.4614000	10.0090000	6.8709000	7.2813000	8.9694000	9.4379000	8.2057000	7.4204000	5.7354000	8.2935000	6.8978000	6.8070000	8.5662000	8.5210000	8.0253000	11.0000000	8.0109000	7.9291000	12.7560000	8.0688000	9.2837000	9.8866000	10.0320000	8.2673000	9.4311000	10.2590000	10.6180000	10.4180000	7.9158000	7.1076000	8.2988000	7.3734000	9.7376000	8.6284000	9.1804000	7.8649000	8.3507000	8.9984000	5.3896000
6.6719000	8.4736000	9.8589000	6.9565000	7.1922000	8.8532000	9.0198000	8.2125000	7.6258000	5.7423000	8.4137000	7.0264000	6.9660000	8.7573000	7.0656000	8.1331000	11.0720000	7.9461000	8.1763000	12.3300000	8.2930000	9.5444000	9.8880000	10.1650000	8.3875000	9.4016000	10.2680000	11.2360000	10.5700000	7.5863000	7.3080000	8.1925000	7.4311000	8.7035000	8.7052000	8.9933000	7.8664000	8.3397000	8.8043000	5.3776000
6.7822000	8.6569000	9.8870000	6.9235000	7.3538000	8.8916000	9.1663000	8.0584000	7.5510000	5.8101000	8.5514000	7.0214000	7.0014000	8.7735000	11.3090000	8.1643000	10.9640000	7.5135000	7.9198000	12.4830000	8.1129000	9.4883000	10.1960000	10.0990000	8.2507000	9.3963000	9.9426000	8.5949000	10.3690000	10.0770000	7.0072000	8.2026000	7.1669000	8.9400000	8.6710000	9.1610000	8.0320000	8.4250000	9.0122000	5.4566000
6.8320000	8.6353000	10.2490000	8.5144000	7.2393000	8.5864000	10.9110000	8.6438000	7.2848000	5.5233000	8.7436000	7.3541000	7.0146000	8.9316000	8.3862000	9.3305000	10.7430000	7.8433000	8.3427000	12.7080000	8.5417000	9.3859000	12.0020000	9.3480000	8.5553000	10.7600000	10.2020000	10.8410000	10.3240000	9.9366000	8.3919000	8.7536000	8.1573000	9.1204000	8.9064000	7.7985000	7.9480000	8.3454000	9.1813000	5.4483000
6.9161000	8.5215000	10.3890000	8.3699000	7.3284000	8.5695000	10.3520000	8.4691000	7.3713000	5.6152000	8.7895000	7.1817000	6.9860000	8.9070000	10.2220000	9.5610000	10.7090000	7.8146000	8.3043000	12.3480000	8.4070000	9.5362000	11.8680000	9.4193000	8.4834000	10.7230000	9.9870000	10.4690000	10.0610000	8.4884000	8.4109000	8.7711000	7.8531000	8.9759000	9.0004000	8.0658000	7.9561000	8.4222000	9.3257000	5.2646000
6.8682000	8.6842000	10.0590000	8.8351000	7.3366000	8.5112000	10.4160000	8.5215000	7.2838000	5.2953000	9.0019000	7.2485000	6.8241000	9.0417000	10.1500000	10.1570000	10.8570000	7.7421000	8.1714000	12.3490000	8.5390000	9.5346000	11.6500000	9.3736000	8.7564000	10.7900000	10.1110000	9.5018000	10.3070000	8.1242000	8.4667000	8.7829000	8.0332000	9.3710000	8.8764000	8.2647000	7.8622000	8.3816000	9.1947000	5.2446000
7.0917000	8.3915000	11.7650000	7.8155000	7.2553000	8.2804000	8.3015000	8.2198000	6.9865000	6.1379000	7.4648000	7.4821000	7.0997000	8.5885000	10.0790000	6.9051000	10.8540000	7.5713000	7.8059000	11.9850000	7.4323000	9.5754000	11.0100000	9.1715000	8.4864000	7.9070000	8.8135000	10.7410000	8.5818000	8.4686000	7.3867000	8.1674000	7.0588000	9.1366000	8.7513000	8.7850000	8.2289000	8.3441000	8.4930000	5.6097000
6.9602000	8.2622000	11.8080000	7.6737000	7.3397000	8.1986000	8.6072000	8.4779000	6.8672000	5.8129000	7.3800000	7.6097000	7.2847000	8.6024000	9.1704000	6.8829000	10.9040000	7.2813000	7.8952000	11.9450000	7.4034000	9.6504000	11.0550000	9.2150000	8.5534000	8.1574000	8.9432000	10.8280000	8.7869000	9.0960000	7.4168000	8.3158000	7.2729000	8.4870000	8.8571000	8.9152000	8.2896000	8.2321000	8.5555000	5.2958000
7.2114000	8.2317000	11.7740000	7.8446000	7.4677000	8.5416000	8.3957000	8.5322000	7.4450000	6.0572000	7.4250000	7.3671000	7.3607000	8.6337000	9.7438000	6.9041000	10.8110000	8.1642000	8.0477000	11.7180000	7.4022000	9.7458000	10.6120000	9.2286000	8.3833000	8.6177000	8.7922000	9.5426000	9.0282000	8.2073000	7.4452000	8.2599000	7.0473000	9.0010000	8.9347000	8.6568000	8.2862000	8.0937000	8.4471000	5.5088000
6.9601000	7.9908000	10.9840000	7.8491000	7.3034000	8.2470000	9.1392000	8.3904000	6.5843000	6.0514000	8.3364000	7.2065000	6.9492000	8.4846000	11.0980000	7.1770000	11.1480000	7.8935000	8.2952000	11.2280000	7.3450000	10.2300000	11.6270000	8.8682000	8.3903000	8.3110000	9.1894000	11.4860000	8.8582000	8.6315000	7.5380000	9.1614000	7.2309000	9.2077000	8.7165000	10.3120000	7.9587000	7.9033000	8.4192000	5.3324000
6.9138000	7.9783000	11.0390000	7.7023000	7.3586000	8.3016000	8.9157000	8.5258000	6.6488000	6.1242000	8.6536000	7.3104000	6.9122000	8.3357000	10.2700000	7.2982000	11.0920000	7.6786000	8.1958000	11.0620000	7.5526000	10.1550000	11.5220000	8.8479000	8.5289000	8.5382000	9.1048000	10.7100000	9.0509000	8.7296000	7.5612000	9.2101000	7.1411000	8.8615000	8.7530000	10.7130000	8.1346000	8.4589000	8.5347000	5.3661000
7.1539000	8.1550000	11.0760000	7.8709000	7.3005000	8.4030000	9.0825000	8.2474000	7.0096000	6.2649000	8.4417000	7.3217000	6.9580000	8.4845000	11.5170000	7.1800000	10.9500000	7.9776000	8.3208000	11.1970000	7.3850000	10.0870000	11.5250000	8.9196000	8.5478000	8.1402000	9.1729000	10.7950000	9.0157000	7.6703000	7.5651000	9.2929000	7.2585000	8.4870000	8.9090000	10.5330000	8.0454000	8.3674000	8.5708000	5.3746000
7.1314000	8.0690000	10.8570000	7.7560000	7.3599000	8.5575000	9.8593000	8.3771000	6.6974000	6.1878000	8.1290000	7.2675000	7.0428000	8.5818000	11.5860000	6.8367000	10.7280000	7.8449000	8.5312000	11.4040000	7.1373000	10.0250000	11.6270000	9.0542000	8.4953000	8.1150000	9.0378000	10.8280000	9.0528000	8.6040000	7.4854000	9.1909000	6.9721000	8.9630000	8.9346000	9.4474000	7.8866000	8.4414000	8.6169000	5.4393000
7.0693000	8.2446000	11.0510000	7.6808000	7.5207000	8.5420000	9.7681000	8.3684000	7.1222000	6.3224000	8.1346000	7.5214000	7.2593000	8.6324000	10.4730000	6.9009000	10.8840000	7.7415000	8.7241000	11.0730000	7.8551000	10.3270000	11.7140000	9.0562000	8.5728000	8.3948000	9.0826000	10.1770000	9.1492000	7.8187000	7.5966000	9.0274000	6.9466000	9.3830000	8.8827000	9.3900000	8.2129000	8.4419000	8.6835000	5.5440000
6.9196000	8.0392000	10.8550000	7.7221000	7.5242000	8.4736000	10.0160000	8.4113000	6.9361000	6.3698000	8.4125000	7.2026000	6.9433000	8.3108000	11.2520000	7.0932000	10.8590000	7.8219000	8.7468000	11.7410000	7.6335000	10.1440000	11.6840000	8.8978000	8.4223000	8.1699000	9.2811000	11.0330000	9.1976000	9.8833000	7.6220000	9.1806000	7.2166000	9.0542000	8.8742000	9.7506000	8.0564000	8.3989000	8.4734000	5.4077000
